"","org_name","funding_type","transaction_amount_usd","funding_date","diversity","transaction_name","org_industry","org_location","org_revenue_range","total_raised_usd","lead_investors","num_investors","cb_rank","women_founded_led","black_founded_led","hispanic_latinx_founded_led","s_asian_founded_led","se_asian_founded_led","e_asian_founded_led","m_eastern_n_african_founded_led","indigenous_founded_led","region","vertical_finance","vertical_health","vertical_transport","vertical_tech","vertical_software","vertical_ecommerce"
"6348","Panda","Seed",850000,"2018",NA,"Seed Round - Panda","Apps, Mobile Apps, Social","California",NA,850000,"Social Capital",8,295944,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6349","Esupl","Seed",130000,"2018",NA,"Seed Round - Esupl","B2B, Food and Beverage, Hospitality, SaaS, Supply Chain Management","New York",NA,130000,NA,1,297648,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6350","Endpoint","Seed",7e+06,"2018",NA,"Seed Round - Endpoint","Information Services, Information Technology, Real Estate, Real Estate Investment, Software","California","$50M to $100M",3.7e+07,NA,NA,177181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"6351","QuotaPath","Seed",1500000,"2018",NA,"Seed Round - QuotaPath","Software","Pennsylvania","$1M to $10M",5e+06,"ATX Venture Partners",1,177536,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6352","Kairos IoT","Seed",6e+05,"2018",NA,"Seed Round - Kairos IoT","Facility Management, Information Technology, Predictive Analytics, Real Estate, Risk Management, SaaS, Smart Building","Georgia",NA,6e+05,NA,NA,178916,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6353","Phiar Technologies, Inc.","Seed",790000,"2018","Women Founded","Seed Round - Phiar Technologies, Inc.","Artificial Intelligence, Augmented Reality, Automotive, Computer Vision, Machine Learning, Navigation, Software","California","Less than $1M",5090000,NA,4,236370,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"6354","Sterblue","Seed",120000,"2018",NA,"Seed Round - Sterblue","3D Printing, Artificial Intelligence, Drones, Machine Learning, Manufacturing, Robotics, Software","California","Less than $1M",2120000,NA,1,213772,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6355","Red Mountain Scientific","Seed",5e+05,"2018",NA,"Seed Round - Red Mountain Scientific","Analytics, Artificial Intelligence, Asset Management, Database, Information Technology, Software","Colorado",NA,1e+06,NA,NA,240358,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"6356","Dray Alliance","Seed",1060000,"2018",NA,"Seed Round - Dray Alliance","Logistics, Shipping, Supply Chain Management, Transportation","California","Less than $1M",15060000,"Wonder Ventures",3,240593,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6357","Haulynx","Seed",1750000,"2018",NA,"Seed Round - Haulynx","Information Technology, Machine Learning, Transportation","Arizona","$1M to $10M",1750000,NA,NA,240683,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"6358","Kalocyte","Seed",8e+05,"2018",NA,"Seed Round - Kalocyte","Biotechnology, Emergency Medicine, Health Care","Maryland","Less than $1M",1473000,NA,NA,264362,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6359","Diverse Biotech","Seed",669000,"2018","Women Led","Seed Round - Diverse Biotech","Biotechnology, Health Care, Life Science, Pharmaceutical, Therapeutics","Florida","Less than $1M",1006869,NA,NA,169365,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6360","VSourced","Pre-Seed",150000,"2018",NA,"Pre Seed Round - VSourced","Artificial Intelligence, Enterprise Software, Machine Learning, Recruiting, SaaS, Software","Washington",NA,150000,NA,NA,169854,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6361","Predictim","Pre-Seed",1e+05,"2018",NA,"Pre Seed Round - Predictim","Artificial Intelligence, Information Technology","California","$1M to $10M",1e+05,NA,1,181744,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6362","Picus Security","Seed",1700000,"2018",NA,"Seed Round - Picus Security","Cloud Security, Cyber Security, Enterprise Software, Network Security","California","$1M to $10M",7950000,"ACT Venture Partners",5,266543,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6363","Ambit","Seed",1100000,"2018",NA,"Seed Round - Ambit","Analytics, Artificial Intelligence, Education, Internet, Speech Recognition, Training","California","Less than $1M",1100000,"Romulus Capital",1,182954,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6364","Final Mile Solar","Seed",250000,"2018",NA,"Seed Round - Final Mile Solar","Energy, Logistics, Renewable Energy, Solar","Utah","$1M to $10M",250000,NA,NA,183350,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6365","ReddyPort","Seed",4e+05,"2018",NA,"Seed Round - ReddyPort","Medical Device","Utah",NA,4e+05,NA,NA,184318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6366","LOTaDATA","Seed",2200000,"2018",NA,"Seed Round - LOTaDATA","Analytics, Geospatial, Internet of Things, Machine Learning, Mobile","California","Less than $1M",2200000,"SOSV",2,184454,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6367","EveryTeam","Seed",3e+06,"2018",NA,"Seed Round - EveryTeam","Information Technology, Life Science, Software, Software Engineering","California",NA,3e+06,NA,3,185210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6368","PopitzPillow","Seed",1065000,"2018",NA,"Seed Round - PopitzPillow","Health Care, Medical, Medical Device","Massachusetts",NA,1065000,NA,NA,279281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6369","Scoutr","Seed",3e+05,"2018",NA,"Seed Round - Scoutr","Big Data, Human Resources, Information Technology, Internet, Software","North Carolina",NA,3e+05,NA,NA,279428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6370","Inpivota","Seed",100001,"2018",NA,"Seed Round - Inpivota","Brand Marketing, Industrial Manufacturing, Manufacturing, Travel","Utah","$1M to $10M",150001,NA,NA,194150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"6371","SaberLogic","Seed",675003,"2018",NA,"Seed Round - SaberLogic","Information Services, Information Technology, Software","Ohio","$1M to $10M",675003,NA,NA,292809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6372","Ganaz","Seed",250000,"2018","Women Founded, Women Led","Seed Round - Ganaz","Agriculture, Information Services, Information Technology, Software","Washington","$1M to $10M",3295000,NA,1,292847,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6373","RocketCloud","Seed",1e+05,"2018",NA,"Seed Round - RocketCloud","B2B, E-Commerce, E-Commerce Platforms, Industrial, Software, Supply Chain Management, Wholesale","New York","$1M to $10M",6e+05,NA,1,348398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"6374","Fig Loans","Seed",2600000,"2018",NA,"Seed Round - Fig Loans","Credit, Finance, Financial Services","Texas","Less than $1M",2700000,NA,7,349303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6375","Diviner LLC","Seed",1e+05,"2018",NA,"Seed Round - Diviner LLC","CRM, Information Technology, Software","Arizona",NA,1e+05,NA,NA,350101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6376","Brite Industries","Seed",862970,"2018",NA,"Seed Round - Brite Industries","Electronics, Industrial","California",NA,862970,NA,NA,350768,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6377","AdsGym","Pre-Seed",1e+05,"2018",NA,"Pre Seed Round - AdsGym","Advertising, Advertising Platforms","California",NA,1e+05,"Relevance",1,355961,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6378","Renerva","Seed",617305,"2018",NA,"Seed Round - Renerva","Biotechnology, Health Care, Medical, Medical Device","Pennsylvania",NA,3017305,NA,NA,301259,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6379","BlockQuake","Pre-Seed",300400,"2018",NA,"Pre Seed Round - BlockQuake","Financial Services, FinTech","New York","$1M to $10M",1698400,NA,NA,357410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6380","Unequal Technologies","Seed",250000,"2018",NA,"Seed Round - Unequal Technologies","Health Care, Manufacturing, Sporting Goods, Sports","Pennsylvania","$1M to $10M",2480000,NA,NA,360297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6381","Inline Digital","Pre-Seed",2e+05,"2018",NA,"Pre Seed Round - Inline Digital","B2B, Big Data, Enterprise Resource Planning (ERP), Software, Wholesale","New York","Less than $1M",2e+05,NA,4,360839,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6382","Alma Mader","Seed",180000,"2018",NA,"Seed Round - Alma Mader","Machinery Manufacturing, Manufacturing","Missouri",NA,180000,NA,NA,324227,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6383","Fetch","Seed",1180000,"2018",NA,"Seed Round - Fetch","Apps, Delivery, Delivery Service, Local, Messaging, Mobile","New Mexico","Less than $1M",5892148,NA,2,326172,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6384","Ysplit","Pre-Seed",67024,"2018","Black / African American Founded","Pre Seed Round - Ysplit","Apps, Debit Cards, Finance, FinTech, Virtual Goods, Virtual World","California",NA,217024,NA,NA,327537,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"6385","dotin","Seed",1200000,"2018",NA,"Seed Round - dotin","Artificial Intelligence, Education, Events, Human Resources, Machine Learning, Personalization, Social Media","California","$1M to $10M",1900000,"Net One Systems",1,156091,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6386","EchoSystem","Seed",725000,"2018",NA,"Seed Round - EchoSystem","Chemical, Document Management, E-Commerce Platforms, Marketplace","California",NA,1110000,NA,NA,119581,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"6387","NEOH USA","Seed",46000,"2018",NA,"Seed Round - NEOH USA","Food and Beverage, Hospitality","Washington","$1M to $10M",1996000,NA,NA,122411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6388","PathSpot","Seed",2005118,"2018","Women Founded, Women Led","Seed Round - PathSpot","Food and Beverage, Personal Health","New York","$1M to $10M",10505118,"Fika Ventures",6,123588,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6389","Ryff","Seed",1100000,"2018",NA,"Seed Round - Ryff","Ad Targeting, Advertising, Artificial Intelligence, Digital Marketing, Digital Media, Marketing, Media and Entertainment","California","$1M to $10M",8600000,NA,NA,125177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6390","Intiaro","Pre-Seed",8e+05,"2018",NA,"Pre Seed Round - Intiaro","Augmented Reality, E-Commerce, Information Technology, Internet, Marketing, Software","North Carolina","Less than $1M",4050000,"Alfabeat",1,160619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"6391","Aristotle (registered as Bouquet.ai)","Seed",1500000,"2018",NA,"Seed Round - Aristotle (registered as Bouquet.ai)","Analytics, Artificial Intelligence, Big Data, Business Intelligence, SaaS, Software","California","$1M to $10M",2100000,NA,NA,160877,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6392","Alcatraz","Seed",4e+06,"2018",NA,"Seed Round - Alcatraz","3D Technology, Artificial Intelligence, Computer Vision, Facial Recognition, Machine Learning, Security","California","Less than $1M",13800000,"HCVC",3,161301,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6393","BioLogiQ","Seed",115000,"2018",NA,"Seed Round - BioLogiQ","Agriculture, Manufacturing, Plastics and Rubber Manufacturing","Idaho","Less than $1M",7233400,NA,NA,129629,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6394","Finless Foods","Seed",3500000,"2018",NA,"Seed Round - Finless Foods","Biotechnology, Consumer Goods, Food and Beverage, Food Processing","California","$1M to $10M",3525000,"Draper Associates",10,132164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6395","Pelotea Inc.","Seed",1e+05,"2018",NA,"Seed Round - Pelotea Inc.","Insurance, Mobile Apps, Mobile Payments, Soccer, Sports","California","Less than $1M",410000,NA,NA,133494,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"6396","LiftEd","Seed",35000,"2018","Women Founded","Seed Round - LiftEd","Education, Enterprise Applications, Enterprise Software, Health Care, Mobile Apps, Software","California","Less than $1M",35000,NA,1,134912,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"6397","OncXerna Therapeutics","Seed",16500000,"2018","Women Founded","Seed Round - OncXerna Therapeutics","Biopharma, Biotechnology, Medical Device, Pharmaceutical","Massachusetts","$1M to $10M",96500000,"Pivotal bioVenture Partners China",4,137298,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6398","Capture Technologies","Seed",1e+06,"2018",NA,"Seed Round - Capture Technologies","Artificial Intelligence, Machine Learning, Mobile Apps, Social Media","California",NA,1075000,"General Catalyst",8,137423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6399","Placer","Seed",4e+06,"2018",NA,"Seed Round - Placer","Analytics, Artificial Intelligence, Computer, Geospatial, Internet, Location Based Services, Retail, Retail Technology, Software","California","Less than $1M",1.6e+07,NA,7,119191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"6400","E-Dealer Direct","Seed",1e+06,"2018",NA,"Seed Round - E-Dealer Direct","Automotive","Texas","Less than $1M",1e+06,NA,NA,140881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6401","Unchained Capital","Seed",3e+06,"2018",NA,"Seed Round - Unchained Capital","Bitcoin, Cryptocurrency, Ethereum, Financial Services, FinTech","Texas","Less than $1M",3e+06,"Ecliptic Capital, Starting Line",5,119528,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6402","Smile Virtual","Pre-Seed",50000,"2018","Women Founded, Women Led","Pre Seed Round - Smile Virtual","Beauty, Dental, Health Care","Arizona",NA,50000,NA,1,120087,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6403","ProdPerfect","Seed",1e+05,"2018",NA,"Seed Round - ProdPerfect","Software","Massachusetts","$1M to $10M",15700000,NA,1,121951,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6404","Checkerspot","Seed",5e+06,"2018",NA,"Seed Round - Checkerspot","Biotechnology, Manufacturing, Product Design, Skiing","California","Less than $1M",5.4e+07,NA,6,146010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6405","Soozy's","Seed",2500000,"2018","Women Founded, Women Led","Seed Round - Soozy's","Fitness, Food and Beverage, Food Processing, Health Care, Retail, Snack Food","New York","$100M to $500M",2500000,"AF Ventures (formerly AccelFoods), Bigr Ventures",2,147480,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"6406","Happy Hired","Pre-Seed",50000,"2018","Women Founded","Pre Seed Round - Happy Hired","Employment, Health Care, Home Health Care, Nursing and Residential Care, Staffing Agency","Arizona",NA,50000,NA,1,148213,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6407","Prevailion","Seed",1700000,"2018",NA,"Seed Round - Prevailion","Artificial Intelligence, Business Intelligence, Cyber Security, Machine Learning, Predictive Analytics","Maryland","Less than $1M",11700000,"DataTribe",1,148809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6408","MyFolk","Seed",5300000,"2018",NA,"Seed Round - MyFolk","Apps, Social, Social Network","New York",NA,5300000,NA,NA,242418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6409","Risalto Health","Seed",1500000,"2018",NA,"Seed Round - Risalto Health","Analytics, Health Care, Health Diagnostics","New York","Less than $1M",8500000,"Health Catalyst Capital",1,243131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"6410","Zippity","Seed",2024088,"2018",NA,"Seed Round - Zippity","Automotive, Autonomous Vehicles, Oil and Gas","Massachusetts","Less than $1M",9524073,NA,3,210220,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6411","WMVAI","Seed",1e+05,"2018",NA,"Seed Round - WMVAI","Information Technology, Internet, Software","California",NA,1e+05,"Reflective Venture Partners",1,212861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6412","Quantum Xchange","Seed",1e+07,"2018",NA,"Seed Round - Quantum Xchange","Computer, Cyber Security, Information Technology, Quantum Computing","Maryland","Less than $1M",1e+07,"New Technology Ventures",1,279398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6413","Hopjax","Seed",2e+05,"2018","Women Founded","Seed Round - Hopjax","Health Care, Information Technology","Arizona","$1M to $10M",2e+05,NA,NA,282284,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6414","Cadence Care","Seed",874000,"2018",NA,"Seed Round - Cadence Care","Clinical Trials, Health Care, Medical Device","Massachusetts",NA,874000,NA,NA,223699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6415","Diality","Seed",8e+06,"2018",NA,"Seed Round - Diality","Health Care, Health Diagnostics, Medical, Medical Device","California","$10M to $50M",30500000,NA,NA,228521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6416","Gross-Wen Technologies","Seed",2e+06,"2018",NA,"Seed Round - Gross-Wen Technologies","Biotechnology, Information Technology, Waste Management, Water","Iowa","Less than $1M",4553675,NA,1,235324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6417","Medcare Farms","Seed",689500,"2018",NA,"Seed Round - Medcare Farms","Cannabis, Fitness, Health Care, Wellness","California","Less than $1M",689500,NA,NA,256012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6418","PhotoSesh","Seed",750000,"2018","Women Founded","Seed Round - PhotoSesh","Apps, Communities, Event Management, Events, iOS, Mobile, Peer to Peer, Photography","New Jersey","Less than $1M",1e+06,NA,NA,152322,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6419","Laddr","Pre-Seed",443918,"2018",NA,"Pre Seed Round - Laddr","Developer Platform, Real Estate, Recruiting, Software, Software Engineering","South Carolina",NA,443918,"Michael Wong, Vaibhav Namburi",2,270891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6420","EZ-Probate","Seed",3e+05,"2018",NA,"Seed Round - EZ-Probate","Financial Services, Insurance, Internet","Vermont","$1M to $10M",3e+05,NA,NA,245476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6421","NATURANSA Biotechnology Inc.","Pre-Seed",25000,"2018","Women Founded","Pre Seed Round - NATURANSA Biotechnology Inc.","Biotechnology, Food and Beverage, Food Processing","California",NA,475000,NA,NA,273299,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6422","Japa","Pre-Seed",1e+05,"2018",NA,"Pre Seed Round - Japa","Analytics, Automotive, Computer, Information Technology, Mobile, Mobile Apps, Software","California","Less than $1M",1e+05,NA,NA,250726,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"6423","Daivergent","Pre-Seed",1e+05,"2018",NA,"Pre Seed Round - Daivergent","Analytics, Big Data, Cloud Data Services, Communities, Human Resources, Information Technology, Internet, Machine Learning, Robotics, SaaS","New York","$1M to $10M",1050000,NA,1,251427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6424","Paps, Inc","Seed",15000,"2018",NA,"Seed Round - Paps, Inc","Apps, Information Technology, Messaging, Mobile Apps, Photo Sharing, Video, Video Chat","California",NA,15000,NA,1,252587,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6425","Coinflip Solutions","Seed",3e+06,"2018",NA,"Seed Round - Coinflip Solutions","Consumer, Financial Services, FinTech, Payments","Texas","$1M to $10M",3e+06,NA,3,210698,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6426","Dandy","Seed",850000,"2018",NA,"Seed Round - Dandy","Apps, Dating, Social","California",NA,3350000,NA,13,3693,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6427","Athena Club","Seed",3800000,"2018","Women Founded","Seed Round - Athena Club","Consumer, Personal Health, Women's","New York","$1M to $10M",3800000,NA,4,5247,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6428","INDUS.AI","Seed",3700000,"2018",NA,"Seed Round - INDUS.AI","Artificial Intelligence, Construction, Machine Learning, SaaS","California","$1M to $10M",11700000,"UP2398",4,20259,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6429","Labelbox","Seed",3900000,"2018",NA,"Seed Round - Labelbox","Artificial Intelligence, Computer Vision, Enterprise Software, Machine Learning, Software","California","$1M to $10M",42800000,NA,1,21623,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
