Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Pre Seed Round - TagHawk,Pre-Seed,Seed,"$500,000","Oct 10, 2018",TagHawk,The first community-based resale marketplace mobile app,"Apps, E-Commerce, Internet, Marketplace, Mobile, Mobile Apps",—,"Boston, Massachusetts, United States, North America",www.taghawk.app,,"$500,000",Seed,2,—,—
Seed Round - Senseye,Seed,Seed,"$4,000,000","Oct 5, 2018",Senseye,Senseye is a Neurotechnology company,"E-Learning, Health Care, Information Technology, Public Safety, Software, Wearables",—,"Austin, Texas, United States, North America",senseye.co,,"$7,950,000",Early Stage Venture,5,—,—
Seed Round - Findo,Seed,Seed,"$2,500,000","Oct 9, 2018",Findo,"Findo is a smart search assistant across all personal cloud, emails, files, and contacts.","Artificial Intelligence, Email, Internet, Semantic Search",—,"Menlo Park, California, United States, North America",www.findo.com,,"$6,500,000",Seed,3,—,—
Pre Seed Round - Guardian,Pre-Seed,Seed,"$850,000","Nov 1, 2018",Guardian,Guardian protects and secures privacy and data while using apps and browsing the web on an iOS device.,"Cyber Security, Information Technology, Privacy, Software",—,"San Francisco, California, United States, North America",guardianapp.com,,"$950,000",M&A,2,—,1
Seed Round - MarketMuse,Seed,Seed,"$1,030,000","Oct 15, 2018",MarketMuse,MarketMuse accelerates content research and builds AI-driven content strategies.,"Analytics, Artificial Intelligence, Content, Content Marketing, Machine Learning, Marketing Automation, SaaS",—,"Boston, Massachusetts, United States, North America",www.marketmuse.com,,"$9,238,000",Early Stage Venture,12,—,2
Pre Seed Round - Groove Watersports,Pre-Seed,Seed,"$20,000","Nov 7, 2018",Groove Watersports,Groove Watersports manufactures impact vest with integrated speakers.,"Information Technology, Music, Sports",—,"Charlotte, North Carolina, United States, North America",www.groovewatersports.com/,,"$20,000",Seed,1,Invest Nebraska,2
Pre Seed Round - Vybe Software,Pre-Seed,Seed,"$50,000","Nov 1, 2018",Vybe Software,Vybe Software is a mobile and web application development company with a focus on AI and machine learning.,"Machine Learning, Mobile Apps, Software",—,"Austin, Texas, United States, North America",vybesoftware.com/,,"$705,000",M&A,7,—,—
Pre Seed Round - PayAlt,Pre-Seed,Seed,"$300,000","Nov 5, 2018",PayAlt,cryptocurrency payment solution,Internet,—,"San Francisco, California, United States, North America",www.payalt.com,,"$300,000",Seed,1,—,—
Pre Seed Round - Elva,Pre-Seed,Seed,"$30,000","Sep 24, 2018",Elva,Elva is a remote medication tracker & emergency response device for chronic disease patients living alone.,"Consumer Electronics, Health Care, Home Health Care, Software, Wearables",—,"San Francisco, California, United States, North America",www.getelva.com/,,"$630,000",Seed,7,InNEVator Blockchain Accelerator,1
Seed Round - Bouncer,Seed,Seed,"$150,000","Oct 3, 2018",Bouncer,Bouncer is an innovative fraud prevention technology company that built some of the highest performing machine learning counter-fraud tech,"Artificial Intelligence, E-Commerce Platforms, Information Technology, Machine Learning, Mobile Payments, Risk Management",—,"San Francisco, California, United States, North America",www.getbouncer.com,,"$35,150,000",Private Equity,3,—,—
Seed Round - King Children,Seed,Seed,"$2,000,000","Nov 1, 2018",King Children,King Children operates as a 3D custom-printed eyewear company.,"3D Printing, Eyewear, Fashion",—,"Brooklyn, New York, United States, North America",www.kingchildren.com/,,"$2,000,000",—,2,—,3
Seed Round - Gridfruit,Seed,Seed,"$20,000","Oct 31, 2018",Gridfruit,Gridfruit is a provider of a data-driven intelligence to food operations.,"Analytics, Artificial Intelligence, Energy Management, Internet of Things, Machine Learning, Software",—,"Pittsburgh, Pennsylvania, United States, North America",www.gridfruit.com,,"$45,000",Seed,3,Innovation Works,1
Seed Round - Derq,Seed,Seed,"$1,580,000","Oct 1, 2018",Derq,"Derq is an MIT spinoff that uses AI to power an award-winning predictive platform, help eliminate crashes and create safer and smarter roads","Artificial Intelligence, Automotive, Autonomous Vehicles, Enterprise Software, Internet of Things, Machine Learning, Predictive Analytics, Public Safety, Smart Cities",—,"Ann Arbor, Michigan, United States, North America",en.derq.com,,"$3,580,000",Seed,3,—,—
Seed Round - Verusen,Seed,Seed,"$2,700,000","Oct 16, 2018",Verusen,Verusen is the global supply chain innovator focused on providing the simplest way to manage materials for global supply chains.,"Artificial Intelligence, Machine Learning, Software, Supply Chain Management",—,"Atlanta, Georgia, United States, North America",verusen.com/,,"$39,125,000",Early Stage Venture,6,"Glasswing Ventures, Zetta Venture Partners",3
Seed Round - Fluency,Seed,Seed,"$950,000","Oct 9, 2018",Fluency,Fluency is a Business-to-Business Enterprise Digital RPA (Robotic Process Automation) Advertising Platform.,"Advertising, Enterprise Software, Information Technology, Internet, Marketing Automation, Productivity Tools",—,"Burlington, Vermont, United States, North America",www.fluency.inc/,,"$950,000",Seed,1,—,—
Seed Round - á la couch,Seed,Seed,"$1,155,000","Oct 1, 2018",á la couch,á la couch is a delivery-focused restaurant group,"Food and Beverage, Food Delivery, Restaurants",—,"San Francisco, California, United States, North America",alacouch.com,,"$1,275,000",Seed,2,—,4
Seed Round - MoQuality,Seed,Seed,"$2,535,000","Oct 4, 2018",MoQuality,MoQuality provides AI driven mobile testing solutions to help app developers accelerate testing towards a better user experience,"Artificial Intelligence, Computer, Mobile Apps, Software",—,"Atlanta, Georgia, United States, North America",moquality.com,,"$2,810,000",M&A,3,"Amity Ventures, Cox Enterprises",5
Seed Round - Notiphy,Seed,Seed,"$522,500","Oct 23, 2018",Notiphy,"SaaS software to help avoid paper processes, provide real-time data and improve collaboration for greater productivity and profitability.","Information Technology, SaaS, Software",—,"Buffalo Grove, Illinois, United States, North America",www.notiphy.io,,"$1,610,000",Seed,3,—,—
Seed Round - Neighborhood Sun Benefit,Seed,Seed,"$275,000","Oct 11, 2018",Neighborhood Sun Benefit,Neighborhood Sun Benefit provides locally produced clean energy without any solar panels to install or upfront fees.,"Clean Energy, Energy, Renewable Energy, Solar",—,"Silver Spring, Maryland, United States, North America",neighborhoodsun.solar/,,"$3,080,000",Seed,4,—,—
Seed Round - Jumpstart,Seed,Seed,"$600,000","Oct 12, 2018",Jumpstart,Jumpstart provides consumers a financial jumpstart after a life-changing shock.,"Financial Services, Insurance, InsurTech","Women Founded, Women Led","Oakland, California, United States, North America",www.jumpstartinsurance.com,,"$1,836,800",M&A,4,Insurtech Gateway,1
Seed Round - First Mile Care,Seed,Seed,"$2,000,000","Oct 9, 2018",First Mile Care,First Mile Care develops affordable and sustainable solutions to reverse health conditions such as prediabetes.,"Health Care, Sustainability, Wellness",—,"Menlo Park, California, United States, North America",firstmilecare.com,,"$2,000,000",Seed,1,—,1
Seed Round - Cogni,Seed,Seed,"$1,700,000","Nov 5, 2018",Cogni,"Cogni is revolutionizing digital banking; providing easy, transparent, accessible financial lifestyle services - TradFi, DeFi, NFTs & more.","Banking, Finance, FinTech, Mobile Apps",East Asian Founded,"New York, New York, United States, North America",www.getcogni.com,,"$30,980,000",Early Stage Venture,5,—,2
Seed Round - RevenueCat,Seed,Seed,"$1,500,000","Oct 24, 2018",RevenueCat,RevenueCat is a mobile subscription toolkit that makes it easy to build and manage in-app purchases and subscriptions.,"Big Data, Developer APIs, Developer Tools, Mobile Apps, Mobile Payments",Hispanic / Latine Founded,"San Francisco, California, United States, North America",www.revenuecat.com,,"$56,500,000",Early Stage Venture,4,Jason Lemkin,6
Seed Round - Sesame,Seed,Seed,"$4,960,000","Oct 18, 2018",Sesame,Sesame is building a radically new healthcare system for uninsured Americans and those with high-deductible insurance plans.,"Electronic Health Record (EHR), Health Care, Health Insurance, mHealth","Hispanic / Latine Founded, Hispanic / Latine Led","New York, New York, United States, North America",sesamecare.com,,"$74,960,000",Early Stage Venture,4,—,—
Seed Round - Synthetic Minds,Seed,Seed,"$5,500,000","Oct 22, 2018",Synthetic Minds,Stealth mode YC company working on Program Synthesis,Intelligent Systems,—,"San Francisco, California, United States, North America",synthetic-minds.com/,,"$5,500,000",Seed,1,"Khosla Ventures, Pantera Capital",3
Pre Seed Round - Audios,Pre-Seed,Seed,"$202,000","Nov 1, 2018",Audios,Audios is the creator of cableless loudspeaker speaker system.,"Electronics, Manufacturing",—,"San Francisco, California, United States, North America",www.audink.com,,"$202,000",Seed,1,Michael Bourn,2
Pre Seed Round - Dasein House,Pre-Seed,Seed,"$100,000","Sep 25, 2018",Dasein House,Conceptual Product Demonstrations using Mixed Reality,"Architecture, Interior Design, Product Design, Video Games",—,"Palo Alto, California, United States, North America",www.daseinhouse.com,,"$100,000",Seed,1,—,—
Seed Round - Black Point Seafood,Seed,Seed,"$225,000","Oct 30, 2018",Black Point Seafood,"Black Point Seafood hand-selects the finest Maine lobster, seafood, and now beef products, and distribute throughout the U.S.","Food and Beverage, Marketing",—,"Portland, Maine, United States, North America",www.blackpointseafood.com/,,"$225,000",Seed,1,—,—
Seed Round - Sequr,Seed,Seed,"$600,000","Sep 24, 2018",Sequr,Sequr automates physical security management for the modern enterprise and commercial office building.,"Commercial Real Estate, Information Technology, Mobile, Office Administration, Physical Security, Property Management, SaaS, Security",—,"Atlanta, Georgia, United States, North America",www.getgenea.com/products/access-control/,,"$2,775,000",M&A,4,—,—
Pre Seed Round - Lactocore,Pre-Seed,Seed,"$3,000,000","Oct 18, 2018",Lactocore,Lactocore is a biotech company that develops novel peptide therapeutics using cutting-edge technologies,"Biopharma, Biotechnology, Pharmaceutical",—,"Boston, Massachusetts, United States, North America",www.lactocore.com/,,"$3,000,000",Seed,1,—,—
Seed Round - Human Capital Management Institute,Seed,Seed,"$500,000","Sep 30, 2018",Human Capital Management Institute,"Workforce Analytics and Planning Software, with full service consulting and training support",Software,—,"Marina Del Rey, California, United States, North America",www.hcmi.co,,"$500,000",Seed,1,—,—
Seed Round - Proformex,Seed,Seed,"$3,100,000","Oct 4, 2018",Proformex,Proformex is an inforce data platform that manages life insurance and annuities.,"FinTech, Insurance, InsurTech, Software",Women Led,"Cleveland, Ohio, United States, North America",proformex.com,,"$3,600,000",Private Equity,3,—,—
Pre Seed Round - Cybele Microbiome,Pre-Seed,Seed,"$150,000","Nov 1, 2018",Cybele Microbiome,Cybele Microbiome offers a proprietary platform that brings precision control to the microbiome.,"Biotechnology, Health Care, Health Diagnostics","Women Founded, Women Led","San Diego, California, United States, North America",www.cybelemicrobiome.com/,,"$375,000",Seed,6,—,1
Seed Round - VR World NYC,Seed,Seed,"$4,000,000","Nov 7, 2018",VR World NYC,VR World® is an entertainment technology company operating virtual reality location-based entertainment venues.,"eSports, Leisure, Media and Entertainment, Retail, Virtual Reality",—,"New York, New York, United States, North America",www.vrworldnyc.com,,"$4,000,000",Seed,3,—,—
Seed Round - Dash Radio,Seed,Seed,"$10,877,210","Oct 24, 2018",Dash Radio,Dash Radio is a digital radio broadcasting platform that reinvents radio for the digital world.,"Broadcasting, Digital Media, Internet Radio, Music",—,"Los Angeles, California, United States, North America",dashradio.com,,"$10,877,210",Seed,1,—,19
Pre Seed Round - MK Decision,Pre-Seed,Seed,"$938,000","Oct 3, 2018",MK Decision,MK Decision's mission is to help community financial institutions thrive by receiving more deposits and more loans.,"Banking, Credit, Credit Bureau, Credit Cards, Financial Services, FinTech, Lending, Risk Management, Web Apps",—,"San Diego, California, United States, North America",mkdecision.com/,,"$1,079,000",M&A,2,—,—
Seed Round - Milne Spirit Works,Seed,Seed,"$500,000","Oct 23, 2018",Milne Spirit Works,Milne Spirit Works provides alcoholic beverages.,Food and Beverage,—,"Windham, Maine, United States, North America",,,"$500,000",Seed,1,—,—
Pre Seed Round - Stact App,Pre-Seed,Seed,"$200,000","Sep 15, 2018",Stact App,STACT is a Sports Data and Media App. Providing a mobile app for sports event organizers and a fan experience for both athlete and fan.,"Analytics, Apps, Big Data, eSports, Media and Entertainment, Mobile Apps, Software, Sports",—,"Carlsbad, California, United States, North America",www.stactapp.com,,"$200,000",Seed,1,—,—
Seed Round - BloomCredit,Seed,Seed,"$3,870,000","Sep 13, 2018",BloomCredit,"Bloom Credit helps companies launch valuable lending products, report consumers' payments, and create innovative credit experiences.","Developer APIs, Financial Services, FinTech, Information Technology, Payments, Personal Finance",—,"New York, New York, United States, North America",www.bloomcredit.io,,"$19,679,000",—,4,Resolute Ventures,6
Seed Round - kimkim,Seed,Seed,"$650,000","Oct 30, 2018",kimkim,Kimkim streamlines the previously painful process of planning and booking great multi-day travel experiences.,"Tourism, Travel",—,"Menlo Park, California, United States, North America",www.kimkim.com,,"$3,650,000",Seed,4,—,1
Pre Seed Round - BehaviorMe,Pre-Seed,Seed,"$11,000","Oct 1, 2018",BehaviorMe,BehaviorMe combines Virtual Reality technologies with Behavior Analysis to provide human resource solutions.,"Analytics, Human Resources, Simulation, Software, Training","Hispanic / Latine Founded, Women Founded","San Mateo, California, United States, North America",www.behaviorme.co,,"$101,000",Seed,3,—,—
Seed Round - WAYV,Seed,Seed,"$5,000,000","Oct 29, 2018",WAYV,"WAYV is an automated, e-commerce platform serving California’s cannabis industry.","B2B, Cannabis, E-Commerce, Logistics",—,"Los Angeles, California, United States, North America",wayv.com,,"$5,000,000",Seed,1,Craft Ventures,1
Seed Round - Properly,Seed,Seed,"$1,500,000","Oct 24, 2018",Properly,Properly is the cloud-based real estate agency that saves homeowners thousands of dollars when selling their home.,"Cloud Computing, Real Estate",Women Founded,"Atlanta, Georgia, United States, North America",www.sellproperly.com,,"$1,565,000",Seed,3,"Lerer Hippeau, NextView Ventures",2
Pre Seed Round - Valid Network - Web3 Intelligence Platform,Pre-Seed,Seed,"$2,000,000","Oct 16, 2018",Valid Network - Web3 Intelligence Platform,"Valid Network is a Web3 intelligence startup, built on cyber intelligence technologies","Blockchain, Cyber Security, Information Technology",—,"New York, New York, United States, North America",valid.network/,,"$8,000,000",Seed,3,Jerusalem Venture Partners (JVP),2
Pre Seed Round - Rocketstar,Pre-Seed,Seed,"$142,000","Sep 15, 2018",Rocketstar,Creating reusable single stage to orbit launch vehicles,"Aerospace, Air Transportation, Space Travel",—,"New York, New York, United States, North America",www.rocketstar.nyc,,"$1,269,000",Seed,2,—,—
Pre Seed Round - ELSI Skin Health Inc. (dba Dr. Elsa Jungman),Pre-Seed,Seed,"$100,000","Oct 1, 2018",ELSI Skin Health Inc. (dba Dr. Elsa Jungman),"We are redefining how women treat their skin. Research first, skincare second. First Microbiome-Friendly Skincare.","Biotechnology, Consumer Goods, Cosmetics, Health Care","Women Founded, Women Led","San Francisco, California, United States, North America",dr-ej.com/,,"$1,100,000",Seed,5,The Refiners,1
Seed Round - Boxcar Durham,Seed,Seed,"$420,000","Oct 5, 2018",Boxcar Durham,Boxcar Durham is an arcade bar that is home to over 100 arcade-style games.,Information Technology,—,"Durham, North Carolina, United States, North America",theboxcarbar.com/,,"$420,000",Seed,1,—,—
Seed Round - Swit,Seed,Seed,"$1,276,000","Nov 5, 2018",Swit,Swit is a collaboration suite for Teams.,"Collaboration, Enterprise Software, Information Technology, Project Management, SaaS, Software, Task Management",—,"San Francisco, California, United States, North America",swit.io/,,"$38,195,288",—,5,—,1
Seed Round - Public,Seed,Seed,"$2,000,000","Sep 18, 2018",Public,"Public.com is the fractional investing platform where members build modern portfolios of stocks & ETFs, crypto & NFTs, art & collectibles.","Cryptocurrency, FinTech, Stock Exchanges, Trading Platform",—,"New York, New York, United States, North America",public.com,,"$308,500,000",—,8,Greycroft,1
Seed Round - MultiMechanics,Seed,Seed,"$1,100,000","Nov 8, 2018",MultiMechanics,MultiMechanics is a CAE software company.,"Computer, Software, Software Engineering",—,"Omaha, Nebraska, United States, North America",multimechanics.com/,,"$3,000,000",M&A,2,—,1
Seed Round - Fresenius Medical Care Cedar Hill,Seed,Seed,"$928,000","Oct 29, 2018",Fresenius Medical Care Cedar Hill,Fresenius Medical Care Cedar Hill is a provider of Health Care services.,Health Care,—,"Waltham, Massachusetts, United States, North America",www.freseniuskidneycare.com,,"$928,000",Seed,1,—,—
Seed Round - Brewbike,Seed,Seed,"$850,000","Sep 21, 2018",Brewbike,Brewbike opens student-run coffee shops on college campuses to provide entrepreneurial experiences to the next generation of leaders.,"Communities, Food and Beverage",Women Led,"Austin, Texas, United States, North America",www.brewbike.com,,"$5,850,000",Seed,3,—,4
Seed Round - Alpha Source,Seed,Seed,"$41,464,543","Oct 24, 2018",Alpha Source,Alpha Source is a biomedical company.,"Biopharma, Biotechnology, Health Care",—,"Los Angeles, California, United States, North America",www.alphasource.com/,,"$41,464,543",Seed,1,—,—
Seed Round - Xaptum,Seed,Seed,"$3,100,000","Oct 1, 2018",Xaptum,"Multi-tenant, future-proof network operator that enables enterprises to seamlessly scale and secure IoT deployments.","Cyber Security, Homeland Security, Infrastructure, Internet of Things, National Security, Railroad, Transportation, Water",—,"Chicago, Illinois, United States, North America",www.xaptum.com/,,"$5,625,000",Seed,3,—,7
Seed Round - TAGG,Seed,Seed,"$300,000","Oct 10, 2018",TAGG,Together A Greater Good helps businesses create a strong loyal customer base and consumers to support the charities they care about.,Communities,Women Founded,"Omaha, Nebraska, United States, North America",togetheragreatergood.com/,,"$300,000",Seed,1,Invest Nebraska,1
Seed Round - Weezmo,Seed,Seed,"$1,500,000","Nov 1, 2018",Weezmo,Physical Market Intelligence Platform,"Analytics, Artificial Intelligence, B2B, Digital Marketing, Machine Learning, Resorts, Retail Technology",Women Founded,"New York, New York, United States, North America",www.weezmo.com,,"$1,700,000",M&A,2,—,1
Seed Round - Myro,Seed,Seed,"$2,000,000","Sep 26, 2018",Myro,Myro is a plant-powered deodorant that's better for you and better for the environment with ~50% less plastic used with every refill.,"Consumer Goods, Manufacturing, Medical, Personal Health, Product Management",—,"New York, New York, United States, North America",www.mymyro.com/,,"$13,125,016",Seed,6,—,4
Seed Round - Zenith Aerospace,Seed,Seed,"$1,500,000","Oct 18, 2018",Zenith Aerospace,Zenith Aerospace provides live 24/7 global asset monitoring solutions through a fleet of high altitude solar unmanned aircraft.,Aerospace,—,"Palo Alto, California, United States, North America",www.zenithaero.com,,"$7,925,000",—,5,ff Venture Capital,3
Seed Round - Coder,Seed,Seed,"$4,500,000","Nov 8, 2018",Coder,"Coder provides open-source tools and an enterprise platform that makes it easier to configure, secure, and scale development environments.","Cloud Computing, Developer Platform, Developer Tools, Enterprise Software, Software",—,"Austin, Texas, United States, North America",coder.com/,,"$47,803,428",Early Stage Venture,3,"Redpoint, Uncork Capital",9
Seed Round - BitMovio,Seed,Seed,"$600,000","Sep 13, 2018",BitMovio,BitMovio is a blockchain-enabled video entertainment marketplace.,Media and Entertainment,—,"Palo Alto, California, United States, North America",www.bitmov.io/,,"$600,000",—,2,—,5
Seed Round - Cell Care Therapeutics,Seed,Seed,"$4,300,000","Oct 23, 2018",Cell Care Therapeutics,Developing first-in-class stem cell derived biopharmaceuticals to treat inflammatory and degenerative ophthalmic diseases.,"Biopharma, Biotechnology, Medical, Pharmaceutical",—,"Long Beach, California, United States, North America",www.cell-care.com,,"$5,330,000",Seed,2,—,—
Seed Round - Skopenow,Seed,Seed,"$2,500,000","Oct 31, 2018",Skopenow,Skopenow is an analytical search engine that offers fraud detection and risk evaluation services for the insurance and legal industries.,"Analytics, Enterprise Software, Fraud Detection, InsurTech, Risk Management, Search Engine, Security, Visual Search",—,"New York, New York, United States, North America",skopenow.com,,"$3,985,752",Seed,4,Runway Venture Partners,5
Seed Round - Innovative Brewing,Seed,Seed,"$25,000","Oct 3, 2018",Innovative Brewing,Innovative Brewing is operates in stealth mode.,Food and Beverage,—,"Branford, Connecticut, United States, North America",,,"$25,000",Seed,1,—,—
Seed Round - Online Check Writer,Seed,Seed,"$1,000,000","Oct 17, 2018",Online Check Writer,Online Check Writer is an all-in-one financial service provider with all kinds of payment options to pay and get paid.,"FinTech, Payments, Software",—,"San Jose, California, United States, North America",onlinecheckwriter.com,,"$2,725,000",Seed,5,—,—
"Seed Round - Salute Spirits, Inc.",Seed,Seed,"$335,000","Oct 23, 2018","Salute Spirits, Inc.","Salute Spirits, Inc. is a stealth mode startup.",Wine And Spirits,—,"Reno, Nevada, United States, North America",,,"$335,000",Seed,1,—,—
Pre Seed Round - Injective,Pre-Seed,Seed,"$500,000","Oct 5, 2018",Injective,"Injective is the blockchain built for finance. It is an open, interoperable network for applications shaping the future of DeFi.","Blockchain, Cryptocurrency, Finance, Internet",—,"New York, New York, United States, North America",injective.com,,"$56,700,000",—,5,Binance,1
Seed Round - Transect,Seed,Seed,"$1,000,000","Nov 1, 2018",Transect,Transect is Software-as-a-Service that provides real-time natural resources due diligence for development projects.,"Environmental Consulting, Natural Resources, SaaS","Women Founded, Women Led","San Antonio, Texas, United States, North America",www.transect.com,,"$4,250,000",Early Stage Venture,5,—,—
Seed Round - SURF,Seed,Seed,"$250,000","Sep 24, 2018",SURF,Surf streams premium entertainment and engaging content to passengers in Uber and Lyft cars.,"Advertising Platforms, Media and Entertainment",—,"Scottsdale, Arizona, United States, North America",ridewithsurf.com/,,"$250,000",Seed,3,—,—
Seed Round - Force Impact Technologies,Seed,Seed,"$1,000,000","Nov 2, 2018",Force Impact Technologies,Force Impact Technologies provides impact monitoring as a service to sports organizations,"Life Science, Risk Management, Sports, Wearables",Hispanic / Latine Founded,"Los Angeles, California, United States, North America",www.fitguard.me,,"$4,410,500",Early Stage Venture,13,Avnet,1
Seed Round - Clare,Seed,Seed,"$2,000,000","Sep 17, 2018",Clare,Clare is a paint brand that is changing the paint shopping experience for consumers.,"Consumer Goods, E-Commerce, Green Consumer Goods, Home Decor","Black / African American Founded, Black / African American Led, Women Founded, Women Led","New York, New York, United States, North America",www.clare.com,,"$12,255,000",Early Stage Venture,3,First Round Capital,9
Seed Round - Voiceflow,Seed,Seed,"$500,000","Oct 11, 2018",Voiceflow,"Voiceflow is a collaborative platform to design, build, and manage conversational AI applications.","Artificial Intelligence, Collaboration, Internet, Software",—,"San Francisco, California, United States, North America",voiceflow.com,,"$38,899,020",—,4,Ripple Ventures,1
Pre Seed Round - iDialogue,Pre-Seed,Seed,"$500,000","Nov 1, 2018",iDialogue,IDialogue connects children from radically different backgrounds for cross-cultural communication and collaborative projects.,"E-Learning, EdTech, Education, Social Impact","Women Founded, Women Led","Austin, Texas, United States, North America",idialogue.com,,"$650,000",Seed,3,—,—
Seed Round - Nextuple,Seed,Seed,"$1,500,000","Oct 29, 2018",Nextuple,"Nextuple Inc is on a mission to level the technology field, unleash the power of fulfillment networks & create a more sustainable future.","Enterprise Software, Retail, SaaS, Software Engineering, Supply Chain Management",—,"Andover, Massachusetts, United States, North America",nextuple.com/,,"$3,900,000",Seed,2,—,—
Seed Round - Currant,Seed,Seed,"$7,000,000","Nov 1, 2018",Currant,Currant creates smart home products that enable people to control their homes and their energy bills.,"Artificial Intelligence, Consumer Electronics, Energy, Renewable Energy",—,"Mountain View, California, United States, North America",www.currant.com,,"$7,000,000",Seed,2,"K9 Ventures, Uncork Capital",4
Seed Round - Bloomscape,Seed,Seed,"$1,700,000","Sep 20, 2018",Bloomscape,Bloomscape is an online plant shopping platform.,"Delivery, E-Commerce, Home and Garden, Lifestyle, Retail",—,"Detroit, Michigan, United States, North America",bloomscape.com/,,"$24,200,000",Early Stage Venture,3,Ludlow Ventures,8
Pre Seed Round - Inference Analytics,Pre-Seed,Seed,"$430,000","Oct 1, 2018",Inference Analytics,Inference Analytics is a deep tech company that has been working in using Large Language Models in medicine to improve care delivery.,"Apps, Artificial Intelligence, Health Care, Information Technology, Machine Learning, Small and Medium Businesses, Software",—,"Chicago, Illinois, United States, North America",www.inferenceanalytics.com,,"$1,090,000",Seed,5,—,—
Seed Round - Zypsy,Seed,Seed,"$480,000","Nov 6, 2018",Zypsy,Ownership-based design studio for startups,"Product Design, UX Design",—,"San Francisco, California, United States, North America",zypsy.com/,,"$480,000",Seed,1,—,8
Seed Round - SOMAVAC Medical Solutions,Seed,Seed,"$500,000","Oct 31, 2018",SOMAVAC Medical Solutions,SOMAVAC is pioneering new technology platforms to improve the recovery after elective surgeries like breast cancer and hernia repairs.,"Life Science, Medical Device, Wellness","Women Founded, Women Led","Memphis, Tennessee, United States, North America",www.somavac.com,,"$6,323,343",Seed,9,—,1
Pre Seed Round - Delos Insurance,Pre-Seed,Seed,"$225,000","Oct 1, 2018",Delos Insurance,Delos is a digital property insurance provider for customers in high catastrophe risk regions.,"Aerospace, Big Data, Computer Vision, Financial Services, Insurance, InsurTech, Predictive Analytics, Property Insurance","South Asian Founded, Women Founded","San Francisco, California, United States, North America",getdelos.com,,"$13,600,000",Seed,7,—,—
Seed Round - Castle Rock ProCare Dental,Seed,Seed,"$625,000","Oct 31, 2018",Castle Rock ProCare Dental,Castle Rock ProCare Dental focuses on developing lifelong relationships with patients.,Health Care,—,"Highlands Ranch, Colorado, United States, North America",,,"$625,000",Seed,1,—,—
Seed Round - OCOchem,Seed,Seed,"$200,000","Oct 19, 2018",OCOchem,"OCOchem develops technology that electrochemically converts CO2 into Green Formic, a platform chemical","Chemical, CleanTech, Energy Storage, Sustainability",—,"Richland, Washington, United States, North America",ocochem.com,,"$6,560,000",Seed,8,Bend Venture Conference,1
Seed Round - Libboo,Seed,Seed,"$499,999","Sep 26, 2018",Libboo,"Libboo connects buzzers and readers with books they will enjoy and share, to create digital bestsellers and help new authors.","Content, EBooks, Finance, Publishing",—,"Watertown, Massachusetts, United States, North America",www.libboo.com,,"$2,421,476",Seed,6,—,1
Seed Round - React Mobile,Seed,Seed,"$1,636,590","Oct 16, 2018",React Mobile,React Mobile is a robust cloud based SaaS platform that provides enhanced safety solutions to protect employees of our enterprise customers.,"Big Data, Internet of Things, Mobile, Public Safety, Wearables",—,"Seattle, Washington, United States, North America",reactmobile.com,,"$10,358,989",—,9,—,—
Pre Seed Round - Actuate,Pre-Seed,Seed,"$65,000","Oct 1, 2018",Actuate,Actuate builds software that employs computer vision to automatically detect gun threats and intruders in security camera feeds.,"Artificial Intelligence, Information Technology, Machine Learning, Security, Software",—,"New York, New York, United States, North America",www.actuate.ai,,"$13,265,000",Early Stage Venture,7,Emergent Ventures,1
Seed Round - LinaTech,Seed,Seed,"$2,893,770","Oct 12, 2018",LinaTech,LinaTech is a manufacturer and seller of radiotherapy equipment products.,Health Care,—,"Sunnyvale, California, United States, North America",www.linatech.com.cn,,"$2,893,770",Seed,1,Sinopharm Capital,1
Seed Round - Force Diagnostics,Seed,Seed,"$1,500,000","Nov 1, 2018",Force Diagnostics,Force Diagnostics provides technology solutions for immediate access to clinical diagnostics.,"Health Care, Health Diagnostics, Information Technology, Insurance, InsurTech, Life Insurance, Medical",Women Founded,"Glen Ellyn, Illinois, United States, North America",www.forcediagnostics.com/,,"$1,750,000",Early Stage Venture,2,—,—
Seed Round - Earli,Seed,Seed,"$19,500,000","Sep 17, 2018",Earli,Earli is a developer of cancer treatment devices designed to search for natural biomarkers.,"Biotechnology, Health Care, Medical",—,"South San Francisco, California, United States, North America",earli.com,,"$59,900,000",Early Stage Venture,3,"Andreessen Horowitz, Marc Benioff",11
Seed Round - Adranos Energetics,Seed,Seed,"$800,000","Oct 4, 2018",Adranos Energetics,"Adranos Energetics develops propellants, explosives, and other energetic materials for use in space and military platforms.","Aerospace, Industrial, Military",—,"Lafayette, Indiana, United States, North America",www.adranos.com/,,"$32,890,000",M&A,6,Archibald Cox,1
Seed Round - Sayari Labs,Seed,Seed,"$3,200,000","Sep 18, 2018",Sayari Labs,Sayari Labs is a provider of financial intelligence and supply chain risk solutions for analysts and investigators.,"Analytics, Data Visualization, Financial Services, Information Technology, Software",—,"Washington, District of Columbia, United States, North America",sayari.com/,,"$94,700,000",Late Stage Venture,5,Lavrock Ventures,1
