Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - HealthClicks,Seed,Seed,"$1,611,607","Mar 14, 2022",HealthClicks,"HealthClicks is a multiplatform data-driven compliance, facility maintenance, and data analytics system tailored for the healthcare Industry","Analytics, Facility Management, Health Care, Information Services, Information Technology",—,"Austin, Texas, United States, North America",www.healthclicks.io/,,"$2,811,607",Seed,2,—,—
Seed Round - OhMD,Seed,Seed,"$4,500,000","Feb 22, 2022",OhMD,"SaaS, Generative AI, Healthcare Technology","Artificial Intelligence, Communications Infrastructure, Electronic Health Record (EHR), Health Care, Messaging, mHealth",—,"Burlington, Vermont, United States, North America",www.OhMD.com,,"$7,770,000",Seed,5,"Dudley Fund, FCA Venture Partners",5
Seed Round - Numoen,Seed,Seed,"$1,000,000","Mar 11, 2022",Numoen,Making the world's assets liquid and accessible.,—,—,"New York, New York, United States, North America",www.numoen.com/,,"$1,000,000",Seed,1,—,5
Seed Round - The Primo,Seed,Seed,"$1,000,000","Feb 2, 2022",The Primo,The Primo is an e-commerce website for consumers,"Delivery, E-Commerce, Retail",—,"Chicago, Illinois, United States, North America",theprimoco.com/,,"$4,600,000",Late Stage Venture,5,—,—
Seed Round - HELIXintel,Seed,Seed,"$4,000,000","Mar 9, 2022",HELIXintel,HELIXintel creates a platform for inventory and task management to track equipment maintenance.,"B2B, Building Maintenance, Industrial Automation, Marketplace, Software",—,"Buffalo, New York, United States, North America",app.helixintel.com/home,,"$6,700,000",Early Stage Venture,4,Munich Re Ventures,5
Pre Seed Round - myNILpay,Pre-Seed,Seed,"$500,000","Feb 21, 2022",myNILpay,myNILpay is a digital platform for NCAA athletes.,—,—,"Frisco, Texas, United States, North America",mynilpay.com/,,"$500,000",Seed,2,—,—
Seed Round - Underlining,Seed,Seed,"$6,000,000","Feb 3, 2022",Underlining,Underlining is a beauty and cosmetics company offering beauty and wellness products.,"Beauty, Cosmetics",—,"Glendale, California, United States, North America",underlining.com/,,"$6,000,000",Seed,1,Nordic Eye Venture Capital,1
Seed Round - Elevator,Seed,Seed,"$600,000","Feb 14, 2022",Elevator,"Elevator accelerates the growth of e-commerce entrepreneurs with an engaging and collaborative, community-oriented, co-warehousing space.","E-Commerce, Social Entrepreneurship, Warehousing","Women Founded, Women Led","Omaha, Nebraska, United States, North America",www.elevatorspaces.com/,,"$600,000",Seed,2,—,1
Seed Round - Captain Experiences,Seed,Seed,"$2,000,000","Feb 1, 2022",Captain Experiences,Unlocking the Outdoors,"E-Commerce, Outdoors, Tourism, Travel",—,"Austin, Texas, United States, North America",captainexperiences.com,,"$4,000,000",—,3,Looking Glass Capital,10
Pre Seed Round - V2M,Pre-Seed,Seed,"$50,000","Feb 22, 2022",V2M,"Research and development, Autonomous vehicles, Self-driving","Automotive, Autonomous Vehicles",—,"New York, New York, United States, North America",v2minc.com/,,"$100,000",Seed,2,—,—
Pre Seed Round - Roga,Pre-Seed,Seed,"$500,000","Mar 14, 2022",Roga,Roga is a health tech platform solution based on Neuroscience and AI,"Health Care, Personal Health, Wearables, Wellness","Hispanic / Latine Founded, Women Founded","San Francisco, California, United States, North America",www.rogalife.com,,"$600,000",Seed,2,—,1
Seed Round - Hyperspec-ai,Seed,Seed,"$500,000","Mar 1, 2022",Hyperspec-ai,"We are expand navigable roadways for autonomous vehicles from 3% to 95%, today, by equipping each car with our onboard vision hardware.","Artificial Intelligence, Automotive",South Asian Founded,"San Francisco, California, United States, North America",hyperspec.ai,,"$1,880,000",Seed,6,—,—
Seed Round - Factored Quality,Seed,Seed,"$5,600,000","Feb 15, 2022",Factored Quality,Factored Quality is a quality control platform for e-commerce and consumer goods brands.,"Freight Service, Logistics, Supply Chain Management",—,"Austin, Texas, United States, North America",www.factoredquality.com/,,"$5,600,000",Seed,2,Amity Ventures,4
Seed Round - Frontier Bioenergy Systems,Seed,Seed,"$10,020","Mar 9, 2022",Frontier Bioenergy Systems,Frontier Bioenergy Systems engages in optimizing under-utilized waste streams by implementing innovative technology.,"Energy, Energy Efficiency, Waste Management",—,"Austin, Texas, United States, North America",www.frontierbioenergy.com/,,"$10,020",Seed,1,—,—
Seed Round - AfterSchool HQ,Seed,Seed,"$1,240,000","Mar 3, 2022",AfterSchool HQ,"AfterSchool HQ replaces the extracurricular activity flyer at schools enabling parents to find, register, and pay for programs online.","EdTech, Marketplace, Software",—,"Fishers, Indiana, United States, North America",afterschoolhq.com/,,"$4,240,000",Seed,2,—,3
Seed Round - Smart Teddy,Seed,Seed,"$780,000","Feb 21, 2022",Smart Teddy,Smart Teddy is educational companion and kids content delivery platform in the shape of a traditional toy.,"Big Data, EdTech, Education, Internet, Toys","Women Founded, Women Led","New York, New York, United States, North America",smartteddy.store,,"$1,950,000",Seed,4,Starta VC,1
Seed Round - BeachSweat,Seed,Seed,"$99,979","Mar 9, 2022",BeachSweat,BeachSweat offers an online fitness program with live classes.,"Fitness, Training, Wellness",—,"Miami, Florida, United States, North America",beachsweat.com/,,"$99,979",Seed,1,—,—
Seed Round - Streetfair,Seed,Seed,"$1,700,000","Feb 2, 2022",Streetfair,Streetfair is an online service that connects home-service providers with neighborhoods.,"Marketplace, Recruiting, Service Industry",—,"Charlotte, North Carolina, United States, North America",www.streetfair.com/,,"$8,502,000",—,2,Craft Ventures,1
Seed Round - UrbanShipper,Seed,Seed,"$451,000","Feb 16, 2022",UrbanShipper,Urban Shipper Technology offers logistics and delivery services business.,"Delivery, Freight Service, Logistics",—,"Houston, Texas, United States, North America",urbanshipper.com/,,"$451,000",Seed,1,—,—
Seed Round - Filly Foods,Seed,Seed,"$300,000","Mar 14, 2022",Filly Foods,"Filly Foods is a food and beverage producer, importer, and wholesaler.","Delivery, Food and Beverage, Food Delivery",—,"Rockville, Maryland, United States, North America",fillyfoods.com/,,"$300,000",Seed,1,—,—
Seed Round - The Host Co.,Seed,Seed,"$1,850,000","Mar 2, 2022",The Host Co.,Retail Platform for Airbnb Guests,"E-Commerce, Hospitality, Rental Property, Vacation Rental",—,"Los Angeles, California, United States, North America",www.thehost.co,,"$1,850,000",Seed,1,HearstLab,3
Pre Seed Round - Mochi Health,Pre-Seed,Seed,"$500,000","Mar 14, 2022",Mochi Health,Mochi Health is a provider of FDA-approved prescription medications for weight loss and an obesity treatment program.,Health Care,—,"San Francisco, California, United States, North America",joinmochi.com,,"$500,000",Seed,1,AngelList,1
Seed Round - CoFi,Seed,Seed,"$7,000,000","Mar 9, 2022",CoFi,CoFi is a digital platform that empowers contractors to get project funding backed by on-demand payments.,"Finance, Financial Services, FinTech",—,"Lindon, Utah, United States, North America",www.cofisoftware.com/,,"$7,000,000",Seed,1,"Blackhorn Ventures, MetaProp, Tenacity Venture Capital",3
Pre Seed Round - NextGem,Pre-Seed,Seed,"$1,800,000","Feb 1, 2022",NextGem,NextGem is a social & passion marketplace for sports card investors.,"Artificial Intelligence, Collectibles, Consumer, Marketplace, Mobile, Social Network, Sports",—,"Minneapolis, Minnesota, United States, North America",www.nextgem.com,,"$1,800,000",Seed,1,—,—
Seed Round - Boxes devices,Seed,Seed,"$150,000","Feb 1, 2022",Boxes devices,We look for the seamless integration of hardware & software to make the greatest interactive retailing devices!,—,"Hispanic / Latine Founded, Hispanic / Latine Led","Houston, Texas, United States, North America",boxesdevices.com/,,"$270,000",Seed,3,—,1
Pre Seed Round - Simbo.ai,Pre-Seed,Seed,"$450,000","Feb 1, 2022",Simbo.ai,Simbo.ai is a clinical documentation product that utilizes multi-modal AI.,"Artificial Intelligence, Developer APIs, Health Care, Information Technology, Machine Learning, Medical, Natural Language Processing, Software, Speech Recognition",—,"Boston, Massachusetts, United States, North America",www.simbo.ai,,"$1,650,000",Seed,3,—,—
Seed Round - Vibrant Planet,Seed,Seed,"$7,000,000","Feb 1, 2022",Vibrant Planet,Vibrant Planet is a cloud-based technology platform that accelerates and improves collaborative forest restoration planning and monitoring.,"Cloud Data Services, Environmental Consulting, Information Technology",Women Led,"Truckee, California, United States, North America",www.vibrantplanet.net,,"$22,904,091",—,5,Ecosystem Integrity Fund,2
Seed Round - TouchWood Labs,Seed,Seed,"$50,000","Mar 18, 2022",TouchWood Labs,Crafting new experiences through the integration of interactive displays into natural materials and environmental surfaces,"Consumer Electronics, Furniture, Hardware, Human Computer Interaction, Software",—,"Pittsburgh, Pennsylvania, United States, North America",www.touchwoodlabs.com,,"$60,000",Seed,3,Innovation Works,1
Seed Round - Topsort,Seed,Seed,"$8,500,000","Mar 10, 2022",Topsort,"Topsort is the leading retail media monetization engine, platform, and APIs that is product-data driven, auction-based.","Ad Exchange, Ad Network, Ad Server, Advertising Platforms, Marketplace, Retail, Retail Technology","Women Founded, Women Led","Palo Alto, California, United States, North America",www.topsort.com/,,"$8,500,000",Seed,2,—,7
Seed Round - MightyMeals,Seed,Seed,"$1,200,000","Feb 28, 2022",MightyMeals,MightyMeals is an online meal delivery service that produces and delivers prepared meals.,"E-Commerce, Food and Beverage, Food Delivery, Food Processing",—,"Burke, Virginia, United States, North America",eatmightymeals.com,,"$1,200,000",Seed,1,—,—
Seed Round - CommunityForce,Seed,Seed,"$995,000","Feb 17, 2022",CommunityForce,CommunityForce offers a range of service modules to manage various aspects of business operations.,"Cloud Computing, Document Management, Enterprise Software, Non Profit, Software",—,"Ashburn, Virginia, United States, North America",communityforce.com,,"$995,000",Seed,2,—,—
Seed Round - Balanced,Seed,Seed,"$5,000,000","Feb 4, 2022",Balanced,"Balanced is an exercise platform for healthy aging that promises community, joy, and a personalized experience.","Fitness, Health Care, Wellness","Women Founded, Women Led","Brooklyn, New York, United States, North America",hellobalanced.com,,"$6,500,000",Seed,2,"Founders Fund, Primary Venture Partners",4
Seed Round - InspectHOA,Seed,Seed,"$3,100,000","Mar 2, 2022",InspectHOA,Accelerating real estate transactions,—,—,"San Francisco, California, United States, North America",inspectHOA.com,,"$3,100,000",Seed,1,SVQUAD,3
Pre Seed Round - SmallTalk2.me,Pre-Seed,Seed,"$300,000","Mar 1, 2022",SmallTalk2.me,AI-based simulator for improving English speaking skills and automated business assessment tests.,"EdTech, Education, Language Learning, Natural Language Processing",—,"Walnut, California, United States, North America",smalltalk2.me/,,"$300,000",Seed,2,—,1
Pre Seed Round - Movrs,Pre-Seed,Seed,"$50,000","Feb 22, 2022",Movrs,Movrs is an artificial-intelligence-based platform that tracks the movement of athletes.,"Analytics, Artificial Intelligence, Gambling, Machine Learning, Sports",—,"Los Angeles, California, United States, North America",www.movrs.com,,"$50,000",Seed,1,Comcast NBCUniversal SportsTech,1
Seed Round - JoJo’s Shake Bar,Seed,Seed,"$800,000","Mar 17, 2022",JoJo’s Shake Bar,JoJo’s Shake Bar operates a restaurant and bar that focuses on creative desserts and dinner.,"Food and Beverage, Restaurants, Snack Food",—,"Chicago, Illinois, United States, North America",www.jojosshakebar.com/,,"$800,000",Seed,1,—,—
Seed Round - Round,Seed,Seed,"$9,099,988","Feb 23, 2022",Round,"Round is a community of technology executives and senior leaders that support, grow, mentor, and learn from each other.","Communities, Consulting, Information Technology",—,"Seattle, Washington, United States, North America",www.round.tech/,,"$11,699,987",Seed,2,FUSE,3
Seed Round - My Little Black Book,Seed,Seed,"$550,000","Mar 16, 2022",My Little Black Book,My Little Black Book helps to organize users dating life by apps and status with notes for dates.,"Apps, Dating, Social",—,"Boca Raton, Florida, United States, North America",www.mylittleblkbook.com/,,"$550,000",Seed,1,—,—
Seed Round - Dianthus,Seed,Seed,"$11,500,000","Mar 8, 2022",Dianthus,Dianthus is the world’s only AI-first E-commerce company – built from the ground up to help small to medium E-commerce brands.,"Artificial Intelligence, Consumer Goods, E-Commerce, Machine Learning",—,"Cambridge, Massachusetts, United States, North America",www.dianthuscommerce.com/,,"$11,500,000",Seed,2,"LAUNCH, PJC, Underscore VC",4
Pre Seed Round - Wet Dog Weather,Pre-Seed,Seed,"$600,000","Mar 1, 2022",Wet Dog Weather,SaaS weather & sensor data platform for visualization and dissemination.,"Information Technology, SaaS, Software",—,"San Francisco, California, United States, North America",www.wetdogweather.com/,,"$600,000",Seed,2,—,2
Seed Round - Revere CRE,Seed,Seed,"$7,000,000","Feb 8, 2022",Revere CRE,Revere CRE is a networking and deal financing platform for commercial real estate professionals in North America.,"Computer, Information Technology",—,"New York, New York, United States, North America",reverecre.com,,"$7,000,000",Seed,1,RET Ventures,9
Seed Round - Misaky.Tokyo,Seed,Seed,"¥120,000,000","Feb 9, 2022",Misaky.Tokyo,MisakyTokyo provides food and beverage services.,"Food and Beverage, Snack Food",—,"Los Angeles, California, United States, North America",misaky.tokyo/,,"¥180,000,000",Seed,2,—,4
Seed Round - Coreprime,Seed,Seed,"$895,500","Feb 4, 2022",Coreprime,Coreprime is a commercial insurance brokerage firm that provides employee benefit solutions.,"Financial Services, Insurance, Life Insurance",—,"Las Vegas, Nevada, United States, North America",www.coreprime.com/,,"$895,500",Seed,1,—,—
Seed Round - CryptoKlout,Seed,Seed,"$150,000","Mar 2, 2022",CryptoKlout,CryptoKlout is a blockchain Asset Verification and Risk Analysis Platform for Traditional Financial Services and Lenders.,"Blockchain, Cryptocurrency, FinTech, Lending",—,"Atlanta, Georgia, United States, North America",www.cryptoklout.com,,"$160,000",Seed,2,Chris Spears,1
Pre Seed Round - Quantbase,Pre-Seed,Seed,"$500,000","Mar 18, 2022",Quantbase,"High risk index funds for stocks, crypto, NFTs, prediction markets, art, and more.","Financial Services, Internet",—,"New York, New York, United States, North America",www.getquantbase.com/,,"$1,000,000",Seed,2,—,5
Seed Round - Passage,Seed,Seed,"$4,000,000","Feb 1, 2022",Passage,Passage is a modern identity for web and mobile applications.,"Developer Tools, Identity Management, Internet, Software",—,"Austin, Texas, United States, North America",passage.id,,"$4,000,000",M&A,1,LiveOak Venture Partners,4
Seed Round - Pivot,Seed,Seed,"$2,100,000","Feb 15, 2022",Pivot,Educational platform that helps people to become independent creative professionals,"EdTech, Fashion",—,"New York, New York, United States, North America",pivot.ws,,"$2,100,000",Seed,1,s16vc,1
Pre Seed Round - wOS,Pre-Seed,Seed,"$1,200,000","Mar 14, 2022",wOS,wOS is a social fitness app with personalized live and on demand classes.,—,—,"Middletown, Delaware, United States, North America",www.getwos.co,,"$1,325,000",Seed,2,NOEMIS Ventures,2
Seed Round - Koda Health,Seed,Seed,"$3,500,000","Mar 20, 2022",Koda Health,"Koda has developed a data-driven, personalized, interactive, video-based platform to navigate difficult conversations in healthcare.","Health Care, Software","Women Founded, Women Led","Houston, Texas, United States, North America",kodahealthcare.com,,"$4,451,000",Seed,6,Ecliptic Capital,5
Seed Round - Mito Material Solutions,Seed,Seed,"$4,600,000","Mar 8, 2022",Mito Material Solutions,"MITO Material creates chemical additives for polymer composite manufacturers seeking superior performance, flexibility, and durability.","Innovation Management, Manufacturing, Product Design","Women Founded, Women Led","Indianapolis, Indiana, United States, North America",mitomaterials.com,,"$6,869,355",Seed,6,Ingevity Corp.,1
Seed Round - Marigold Health,Seed,Seed,"$6,000,000","Feb 1, 2022",Marigold Health,Marigold Health uses chat support groups to make substance use treatment more engaging and personalized for vulnerable populations.,"Artificial Intelligence, Health Care, Health Diagnostics, Medical, Natural Language Processing, Psychology",—,"Boston, Massachusetts, United States, North America",www.marigoldhealth.com/,,"$10,636,727",Seed,12,"Felicis, KdT Ventures",8
Seed Round - BRIGHT,Seed,Seed,"$600,000","Feb 11, 2022",BRIGHT,"Consumer wellness device, memory, brain health, sleep, women's health","Biotechnology, Fitness, Health Care, Medical, Medical Device, Personal Health, Wellness","Women Founded, Women Led","New York, New York, United States, North America",GetMeBright.com/,,"$720,000",Seed,4,—,2
Seed Round - Pixm,Seed,Seed,"$4,300,000","Feb 1, 2022",Pixm,Pixm is a computer and network company that specializes in cybersecurity and endpoint security.,"Artificial Intelligence, Computer, Cyber Security, Network Security",—,"New York, New York, United States, North America",www.pixmsecurity.com,,"$5,885,000",Seed,5,Gula Tech Adventures,6
Seed Round - TravelX,Seed,Seed,"$10,000,000","Mar 15, 2022",TravelX,"TravelX uses blockchain technology to help airlines expand their retailing capabilities and deliver a better product, the NFTicket.","Blockchain, Infrastructure, Internet, Travel",—,"Miami, Florida, United States, North America",www.travelx.io/,,"$10,000,000",Seed,1,Borderless Capital,5
Seed Round - Stephubs,Seed,Seed,"R$5,500,000","Mar 1, 2022",Stephubs,"A free digital incubator focused on empowering startups to achieve goals. If you are running a startup, we can help you.","Financial Services, Information Technology, Machine Learning, SaaS, Software",—,"Boca Raton, Florida, United States, North America",stephubs.com,,"R$5,500,000",Seed,1,—,1
Seed Round - Paperwork,Seed,Seed,"$2,500,000","Feb 25, 2022",Paperwork,Paperwork is a financial preparedness platform focused on helping families maximize their financial health and wellness.,"Financial Services, FinTech",—,"Oakland, California, United States, North America",www.paperwork.co,,"$2,500,000",Seed,1,Kickstart,4
Seed Round - Panda Cloud,Seed,Seed,"CN¥10,000,000","Feb 10, 2022",Panda Cloud,Panda Cloud is a HR service provider for basic job recruitment .,"Internet, Recruiting",—,"Colton, California, United States, North America",g.panda-cloud.me/user/index,,"CN¥18,000,000",Seed,2,Sequoia Capital (SSF),1
Seed Round - Zygo,Seed,Seed,"$2,500,000","Mar 14, 2022",Zygo,Zygo is a fitness tech that uses a wireless headset for underwater streaming audio and live coaching.,"Fitness, Sports, Swimming, Wearables, Wellness",—,"Los Angeles, California, United States, North America",www.shopzygo.com,,"$4,000,000",Seed,3,Alistair Brownlee,2
Seed Round - Hindsight Optical,Seed,Seed,"$45,000","Feb 3, 2022",Hindsight Optical,Hindsight Optical is a wearable technology company that develops a pair of glasses designed to capture moments before and after they happen.,"Consumer Electronics, Information Technology, Wearables",—,"Los Angeles, California, United States, North America",hindsightglasses.com/,,"$45,000",Seed,1,—,—
Seed Round - Baller Mixed Reality,Seed,Seed,"$3,000,000","Mar 15, 2022",Baller Mixed Reality,Pioneering the New Era of Metaverse Collectibles with Augmented Reality NFTs Autographed by Legendary Athletes & Entertainers,"3D Technology, Artificial Intelligence, Augmented Reality, Blockchain, Collectibles, Content Marketing, Cryptocurrency, Digital Entertainment, Semantic Web, Sports","Black / African American Founded, Black / African American Led","Miami Beach, Florida, United States, North America",BallerMR.com,,"$3,150,000",M&A,2,—,—
Seed Round - Rerouted,Seed,Seed,"$240,000","Mar 17, 2022",Rerouted,"Rerouted is an online platform solution that helps people and businesses buy, sell, or donate their used gear online.","E-Commerce, Online Portals, Outdoors, Sporting Goods",—,"Durango, Colorado, United States, North America",rerouted.co/,,"$240,000",Seed,1,SouthWest Colorado Accelerator Program for Entrepreneurs,7
Pre Seed Round - Pampr,Pre-Seed,Seed,"$200,000","Feb 1, 2022",Pampr,"Pampr is an on-demand, hospitality platform providing time-saving solutions for vacationers.",Hospitality,—,"Nantucket, Massachusetts, United States, North America",pampr.com,,"$200,000",Seed,1,—,—
Seed Round - Rad Intelligence,Seed,Seed,"$21,750","Feb 7, 2022",Rad Intelligence,Rad Intelligence helps enterprise companies engage diverse and global audiences with authenticity at scale.,"Digital Media, Marketing, Marketing Automation",—,"Santa Monica, California, United States, North America",www.radintelligence.com,,"$3,433,773",Seed,11,—,—
Seed Round - Aramid Technologies,Seed,Seed,"$2,000,000","Feb 8, 2022",Aramid Technologies,Aramid Technologies is a developer of SmartCert subscription supplier collaboration platform to exchange documentation in supply chains.,"Information Technology, Software, Subscription Service",—,"Gilbert, Arizona, United States, North America",smartcert.tech,,"$4,700,000",—,3,—,5
Seed Round - Spotz,Seed,Seed,"$100,000","Mar 15, 2022",Spotz,"Spotz is the developer of a software-as-a-service (SaaS) platform. We're the industry solution for managing, hosting, and booking spaces.","Events, Facility Management, Information Technology, Reservations, SaaS, Software",—,"Madison, Wisconsin, United States, North America",www.findspotz.com,,"$725,000",Seed,2,BrightStar Wisconsin Foundation,1
Seed Round - TOTUS Group,Seed,Seed,"$10,000,000","Feb 1, 2022",TOTUS Group,TOTUS group preserves and develops gift card program prospects.,—,—,"Dallas, Texas, United States, North America",tot.us,,"$10,000,000",Seed,1,—,—
Seed Round - ASOTU,Seed,Seed,"$330,000","Mar 15, 2022",ASOTU,ASOTU provides troublemaking content for dealers and industry innovators.,"Automotive, Content, Information Technology",—,"Syracuse, New York, United States, North America",www.asotu.com/,,"$855,000",Seed,2,—,—
Seed Round - Paerpay,Seed,Seed,"$3,000,000","Mar 9, 2022",Paerpay,Paerpay helps merchants accept contactless payments without the hassle of changing point-of-sales systems.,"E-Commerce, FinTech, Mobile Payments, Software",Black / African American Founded,"Boston, Massachusetts, United States, North America",www.paerpay.com,,"$4,408,000",Seed,9,MassMutual,6
Seed Round - Institute Agility,Seed,Seed,"$150,000","Feb 22, 2022",Institute Agility,Institute Agility is an employee-owned company helping clients to ignite the passion of value delivery in the organization.,"Business Development, Business Intelligence, Corporate Training, Training",—,"Charlotte, North Carolina, United States, North America",instituteagility.com/,,"$150,000",Seed,1,—,—
Seed Round - Acuity Partners,Seed,Seed,"$5,625,000","Mar 18, 2022",Acuity Partners,Acuity Partners is an investment firm that provides real estate and specialty finance investments.,"Finance, Financial Services, Venture Capital",—,"New York, New York, United States, North America",acuitypartnersnyc.com,,"$7,851,650",Seed,2,—,—
Seed Round - Telgorithm,Seed,Seed,"$3,000,000","Feb 15, 2022",Telgorithm,"A2P SMS APIs that automate activation, send management, and monitoring to ensure that 10DLC campaigns are always TCR compliant.","Messaging, SaaS, SMS, Software, Unified Communications",—,"Los Angeles, California, United States, North America",www.telgorithm.com/,,"$5,290,000",Seed,3,"Amplify.LA, Bonfire Ventures",4
Seed Round - Passthrough,Seed,Seed,"$5,000,000","Feb 15, 2022",Passthrough,Passthrough develops a fund workflow automation platform that makes it easy to distribute subscription agreements to investors.,"Finance, Financial Services, FinTech, Software",—,"New York, New York, United States, North America",www.passthrough.com/,,"$15,000,000",Early Stage Venture,2,Positive Sum,7
Pre Seed Round - ExecBlock,Pre-Seed,Seed,"$20,000","Feb 23, 2022",ExecBlock,ExecBlock empowering Web3 professional identity with blockchain career management,"Blockchain, Human Resources, Software",—,"Cambridge, Massachusetts, United States, North America",www.execblock.software,,"$20,000",Seed,1,—,—
Seed Round - Mars Markets,Seed,Seed,"$3,000,000","Mar 1, 2022",Mars Markets,Changing how fans and artists interact with the music finance ecosystem,"Financial Exchanges, Independent Music, Music, Music Streaming, Stock Exchanges",—,"New York, New York, United States, North America",marsmarkets.com/,,"$3,000,000",Seed,1,—,—
Pre Seed Round - Brainify.AI,Pre-Seed,Seed,"$100,000","Feb 1, 2022",Brainify.AI,AI EEG biomarker platform improves the likelihood of new drug approval and reduces R&D costs. TEDx - https://youtu.be/32YgTYMhT4o,"Artificial Intelligence, Health Care, Machine Learning, Pharmaceutical",Women Led,"New York, New York, United States, North America",brainify.ai,,"$1,600,000",Seed,6,—,—
Seed Round - point.me,Seed,Seed,"$2,000,000","Feb 23, 2022",point.me,"Real-time metasearch engine for finding and booking flights using loyalty reward points on 150+ airlines. SaaS, Enterprise, and Concierge","Consulting, Information Services, Loyalty Programs, Subscription Service, Travel, Vertical Search",—,"New York, New York, United States, North America",www.point.me,,"$12,000,000",Early Stage Venture,2,PAR Capital Management,12
Pre Seed Round - Descrypto.io,Pre-Seed,Seed,"$75,000","Feb 3, 2022",Descrypto.io,Descrypto.io is a cryptocurrency platform and holding company that focuses on acquiring and developing high-quality digital economy assets.,"Bitcoin, Blockchain, Cryptocurrency",—,"West Palm Beach, Florida, United States, North America",descrypto.io/,,"$75,000",Seed,1,—,—
Pre Seed Round - wndr,Pre-Seed,Seed,"$1,250,000","Feb 3, 2022",wndr,We help travelers book hotels directly from their favorite content creators without leaving socials.,"Consumer, Content Creators, Content Discovery, Travel",—,"New York, New York, United States, North America",www.justwndr.com,,"$3,250,000",Seed,3,—,3
Seed Round - Palos SurgiCenter,Seed,Seed,"$91,876","Feb 18, 2022",Palos SurgiCenter,Palos SurgiCenter offers pre and post surgical care services to prepare patients for their surgery and avoid delays or cancellations.,"Health Care, Hospital, Medical",—,"Palos Heights, Illinois, United States, North America",palossurgicenter.com/,,"$121,876",Seed,2,—,—
Seed Round - Uplify,Seed,Seed,"$50,000","Feb 1, 2022",Uplify,We allow Brands to reach thousands of micro & mid streamers at Twitch\YouTube\Trovo with a programmatic sponsorship solution.,"Advertising, Advertising Platforms, Analytics, SaaS, Software, Video Advertising, Video Games, Video Streaming",—,"Wilmington, Delaware, United States, North America",uplify.app/,,"$250,000",Seed,2,—,1
Seed Round - Radial Analytics,Seed,Seed,"$3,000,000","Feb 10, 2022",Radial Analytics,Optimizing patient care transitions with real-time decision support solutions for payers and providers,"Data Mining, Health Care, Predictive Analytics, Software",—,"Concord, Massachusetts, United States, North America",radialanalytics.com,,"$7,357,929",Seed,8,Initialized Capital,1
Seed Round - Bruno Waste Solutions,Seed,Seed,"$200,000","Mar 1, 2022",Bruno Waste Solutions,Bruno Waste Solutions offers dumpster rental services for companies and households.,"Rental, Service Industry, Waste Management",—,"Warminster, Pennsylvania, United States, North America",www.brunowastesolutions.com/,,"$200,000",Seed,1,—,—
Seed Round - Indo-Pacific Resources,Seed,Seed,"$1,750,000","Mar 18, 2022",Indo-Pacific Resources,Indo-Pacific Resources is an exploration and production company committed to respecting a sustainable roadmap in reducing footprint.,"Clean Energy, Energy, Mining",—,"Sheridan, Wyoming, United States, North America",indopacific.co,,"$1,750,000",Seed,1,—,—
Pre Seed Round - Rabot,Pre-Seed,Seed,"$2,000,000","Mar 18, 2022",Rabot,Vision AI for fulfillment operations,Software,—,"San Francisco, California, United States, North America",www.rabot.us,,"$2,100,000",Seed,2,Newfund,4
Seed Round - Haul,Seed,Seed,"$10,000,000","Feb 16, 2022",Haul,Haul is an online employment platform for CDL drivers.,"Employment, Internet, Recruiting",—,"San Mateo, California, United States, North America",www.haulwith.us/,,"$13,000,000",Seed,2,B Capital Group,10
Seed Round - Arolucha,Seed,Seed,"$25,000","Feb 8, 2022",Arolucha,"Arolucha is an entertainment company that provides TV, digital, and live event content for professional wrestling promotions.","Digital Entertainment, Event Promotion, Media and Entertainment, Sports",—,"Nashville, Tennessee, United States, North America",arolucha.com/,,"$25,000",Seed,1,—,—
Seed Round - Imagen Dental Partners,Seed,Seed,"$483,000","Mar 1, 2022",Imagen Dental Partners,Imagen Dental Partners is a collaborative community that partners with dental practices and supports their growth.,"Communities, Dental, Health Care, Medical",—,"Scottsdale, Arizona, United States, North America",www.imagendentalpartners.com,,"$30,839,629",Seed,15,—,—
Seed Round - AccessParks,Seed,Seed,"$2,000,000","Feb 28, 2022",AccessParks,AccessParks is a provider of outdoor internet that meets Broadband speeds.,"Communities, Hospitality, Internet, Telecommunications",—,"San Diego, California, United States, North America",www.accessparks.com,,"$5,360,000",Seed,5,—,—
Seed Round - pay theory,Seed,Seed,"$2,000,000","Feb 4, 2022",pay theory,"Payments platform tailored for Family Tech SaaS vendors to education, healthcare, childcare and children's enrichment providers.","Child Care, EdTech, Education, Finance, Financial Services, FinTech, SaaS, Underserved Children",—,"Cincinnati, Ohio, United States, North America",www.paytheory.com,,"$2,350,000",Seed,4,Zeal Capital Partners,7
Seed Round - Zeacon,Seed,Seed,"$1,700,000","Mar 3, 2022",Zeacon,Empowers people to take control of their content,"Broadcasting, Content, Real Time, Software, Video on Demand, Video Streaming",East Asian Led,"Bellevue, Washington, United States, North America",zeacon.com/,,"$1,700,000",Seed,2,—,—
